image_id,question,answer
"273275,10a3c60009dcfd988.jpg","Although there are at least five people visible in the image, none of them are sitting on the raised platform, and only one person is both barefoot and sitting cross-legged on the floor while wearing orange robes.",FALSE
"273275,e26520008f87994c.jpg","The person holding the microphone is wearing a bright blue jacket, which contrasts with the military uniform of the person being interviewed, highlighting an unexpected role reversal in their interaction.",FALSE
"273278,7a3360008969d9d2.jpg","One of the people sitting on the steps in the background is holding a small dog that blends in with the color of the stone, making it almost invisible.",FALSE
"273275,14c5fd000de8db848.jpg","Although exactly two people are touching the American flag, none of them are looking directly at the camera, and the only person wearing sunglasses is the tallest and stands behind everyone else.",TRUE
"273278,11f9030002e46853a.jpg","Despite the street appearing bustling with pedestrians, a cyclist wearing a helmet is navigating through the crowd, suggesting that the street might actually be open to bicycles, which is unexpected given the dense foot traffic.",FALSE
"273278,4a7510007fd4b5d5.jpg","The person in the white coat is directing the train, as evidenced by the control panel they are holding in their hands.",FALSE
"273275,cd10f000e377c505.jpg","Although most people in this group are facing forward and visible, exactly one person on the right is wearing a striped shirt, no one is wearing glasses in the front row, and at least two individuals are partially obstructed by others.",TRUE
"273275,fc0db00078498447.jpg","The two men in the center are carrying musical instruments, walking confidently as if they are about to perform in a street band.",FALSE
"273275,6894a00071f3cdc8.jpg","Despite there being at least eight people visible, not a single person is wearing a hat, and only the woman with the pink bag is both holding the fence and facing the goat.",FALSE
"273275,d6ad000793eecbe.jpg","The group of people is standing under a green pedestrian light, indicating it is safe for them to cross the street.",FALSE
"273275,8312900043781e3e.jpg","The person taking the photo is wearing a plain white shirt, which contrasts with the group's colorful outfits.",FALSE
"273275,135610000b93669f.jpg","Although at least three people are visible on the sidewalk, none are facing directly toward the camera, and only one person is holding an open umbrella while running across the street.",TRUE
"273275,c3fcd000207e3f19.jpg","The people sitting at the counter are all wearing identical hats, indicating they are part of the restaurant staff.",FALSE
"273275,22d100005bf3edcc.jpg","The people walking towards the Arc de Triomphe are all wearing matching shirts, indicating they are part of a tour group.",FALSE
"273275,b48bd000e30974d4.jpg","The person in the center of the image is being handed a microphone by someone to their left, indicating they are about to give a speech.",FALSE
"273278,13bc4000090b61e5f.jpg","The street vendor stall prominently features an array of colorful fruits and vegetables for sale, with a large basket of fresh apples at the center.",FALSE
"273278,11c7d900025069640.jpg","Although there are at least three people on the red steps holding smartphones, none are visibly using them to make a phone call, and not a single individual is wearing a hat.",TRUE
"273275,11ce6e0002a70d450.jpg","The group of people is holding matching cups, all filled with the same drink, as they stand in front of a closed cafÃ© window, suggesting they meet regularly after hours.",FALSE
"273275,a9f250006e83d8ea.jpg","The group of people is using the tape as a guide to walk along the path, ensuring they stay on the correct side of the walkway.",FALSE
"273278,11ec2d000d01929c1.jpg","Although there are more people crossing from left to right than from right to left at the crosswalks, none of the left-to-right walkers are visibly holding hands, and exactly two of them are carrying brightly colored shopping bags.",TRUE
"273275,41b630001ccb6cb1.jpg","Although there are at least three people sitting under the closest green umbrella, not a single one of them is holding a visible bag, while every standing adult nearby the closest green umbrella is either carrying or wearing at least one visible bag.",TRUE
"273275,4fca200031244626.jpg","Although there are at least two people wearing blue-striped shirts, none of them are facing directly away from the camera.",TRUE
"273278,3f45d000ceecb505.jpg","Although there are at least four visible people near the open train door, not a single one is both holding a phone and facing directly toward the train, while the only person with a visible red handbag is neither entering nor leaving.",FALSE
"273275,13b36e0006c875696.jpg","There are multiple people walking near the trees, and not a single person under the large white canopy is wearing a hat nor facing directly towards the glass tower.",FALSE
"273275,524e500064a17580.jpg","Although there are more men than women in the line, not a single person one of them is walking across the street, and only one individual is holding a visible white shopping bag in their left hand.",TRUE
"273275,419b90006a445e86.jpg",The person wearing a red jacket is leaning against a handrail on the left side of the stairs as they climb up.,FALSE
"273275,6e6800005e68b4c3.jpg",The man wearing a blue shirt on the left is holding his bike's handlebars with both hands while looking away from the speaker.,TRUE
"273275,604a50003b2b6059.jpg","Every person wearing a Santa hat is facing the camera, and only three individuals are dressed from head to toe as Santa Claus, with just one making a peace sign with their right hand.",FALSE
"273271,136f70005ec1a0eb.jpg","Although all three central people are smiling and touching each other, only the man in the middle is wearing glasses, while the womanâ€™s right hand is not touching anyone and no one is holding a drink.",TRUE
"273275,6aeaa0005bd1ebea.jpg","The person in the striped shirt has their hands in their pockets, creating an unexpected contrast with others who are actively using their hands for various tasks, such as holding a camera or a cup.",FALSE
"273278,8e533000ec2cea6c.jpg","Although all four visible children in the foreground are running and holding hands, only one of them is wearing knee-high socks, and none of them are looking directly at the camera.",TRUE
"273275,91adb000ed0bd7d4.jpg","The man in the gray sweater is handing a toy to the child with bunny ears, who is sitting on a chair in the front row.",FALSE
"273278,1abc60006ed5550d.jpg","The person standing closest to the bus door is holding a small object in their right hand, which appears to be a folded umbrella.",FALSE
"273275,13a30d000aaea218b.jpg","One of the people in the group is using a pointing gesture to indicate a specific feature on the stupa, which is located near the top right corner of the image.",FALSE
"273275,c4e51000df6054e4.jpg","Despite there being at least six people seated in the foreground, none of them is facing directly forward, and only the standing woman with gray hair is pointing while looking upward.",FALSE
"273275,d2fe500060c22262.jpg","Although there are exactly six people in the image, none are crossing their arms, only one person is wearing glasses and a necklace simultaneously, and the person in the green jacket is the only one not standing fully perpendicular to the camera.",FALSE
"273275,5edc0007a8f2cd0.jpg","The man in the center of the image is holding a large red balloon, which is why everyone around him is looking up.",FALSE
"273275,bbf500009e12011c.jpg","Although every visible child except one is looking toward the man in yellow, only the child closest to him on the right is touching his arm, and none of the children are wearing hats.",FALSE
"273278,2c2c800004e94c3d.jpg","The person with red leggings is standing still while holding a pink shopping bag behind their back, which makes them appear as if they are waiting for someone in the crowd to pass by.",FALSE
"273275,300cc0000feda46e.jpg",The cyclist is carrying a tennis racket in the basket at the front of the bike.,FALSE
"273278,6a25600098cd18f7.jpg","The man in the cap is standing next to a wall that partially conceals a bustling food stall where a woman is serving customers, suggesting he might be patiently waiting for his order.",FALSE
"273271,26f6300060ad9d6c.jpg","The basketball hoop is missing a net, making it impossible to score points in the game.",FALSE
"273275,5dadd000ff8acaf4.jpg","None of the people seated on the benches have both arms fully visible, and although there are at least three people standing near the American flag, none of them are facing directly toward the camera.",FALSE
"273275,130089000c63e72d8.jpg","Although there are at least five children visible, not a single one is both wearing shoes and facing directly toward the basketball hoop while the ball is in mid-air.",TRUE
"273275,1aa270001a55ff52.jpg","Although there are at least three people carrying bags and several individuals wearing glasses, not a single person in the visible crowd is holding an open umbrella, despite many trees providing shade.",FALSE
"273278,9aa990003af84088.jpg","The mural in the background shows a bird that appears to be perched on the shoulder of the person at the far right, creating an optical illusion as if the bird is part of the group.",FALSE
"273271,1d802000f7bc5890.jpg","Although at least three people have their arms raised above their heads, only the woman in the center is both smiling with visible teeth and not wearing any visible headgear.",FALSE
"273278,8c302000515f18da.jpg","Although there are exactly six people mid-air with both feet off the ground, none of them are facing away from the camera, and only the person on the far left has both arms fully extended upwards.",FALSE
"273271,949c000920180b5.jpg","The man with sunglasses is holding a microphone, which is unexpected as he appears to be in a beach volleyball setting, and microphones are usually not associated with such environments.",FALSE
"273275,48b13000c1c9fbfe.jpg","The woman in the image is holding a red balloon in her left hand, which matches the toy that the child beside her is holding.",FALSE
"273278,4ed54000cf4d43eb.jpg","Although there are at least three people wearing backpacks, none of them are facing the camera directly, and not a single visible hand is holding a mobile phone.",FALSE
"273275,98de50000f88acc5.jpg","The man in the blue blazer is holding a fossilized fish, while the wall behind them displays various fossilized sea creatures, including a stingray and a turtle.",FALSE
"273271,2cc3e0008c49f3d2.jpg","Although there are at least three boys wearing white tank tops, none of them are standing on the painted basketball key area, and only one is looking directly at the ball.",FALSE
"273275,718de00086b1a3ac.jpg","The carousel is positioned directly under the archway, making it appear perfectly centered and aligned with the architecture behind it.",FALSE
"273275,b070a0007c795019.jpg","Among the various flags being waved in the crowded scene, there is a small kite flying in the background, partially obscured by larger flags and banners.",FALSE
"273278,3d8d50002805b407.jpg","The man reading the newspaper is holding a cup of coffee in his right hand, which he is about to drink while standing near the platform edge.",FALSE
"273271,1050b000e40d8e93.jpg","The person in the center of the image is wearing a necklace with a small pendant, which is easy to overlook due to the focus on their face and the surrounding crowd.",FALSE
"273271,12a74000bef583c2.jpg","Although all four people are holding drinks, only the man on the far right is raising his glass, while neither of the two people on the left are looking directly at the camera, and exactly two individuals are visibly wearing eyeglasses.",FALSE
"273278,18b17000a1d75e94.jpg","Despite the casual setting, the man is pointing directly at a specific spot that is actually marked by a small plaque on the ground, indicating a historical landmark, even though it looks like he's just gesturing towards the mountain.",FALSE
"273275,4440e0004dfd370f.jpg","Although there are more people walking towards the camera than away, not a single person facing the camera is both wearing glasses and carrying a visible bag in their right hand.",FALSE
"273275,13ad22000c855173e.jpg","None of the three people is looking directly at the camera, only the person in the blue jacket has both hands fully visible, and not a single person is wearing a hat or glasses.",TRUE
"273278,7b9f00003de932d8.jpg","Although there are at least three people wearing sunglasses and exactly two people crouching in the front row, no one is holding a phone or has their arms completely crossed.",FALSE
"273275,131d750001578bf94.jpg","Although at least five people in the front row are holding smartphones, none of them are pointing their devices directly at the camera, and only one personâ€™s hand is fully visible without partially obscuring their face.",FALSE
"273275,3021e0001f316682.jpg","A cyclist is waiting at the crosswalk, and if they continue moving forward without stopping, they would actually collide with a pedestrian standing just a few feet ahead on the sidewalk.",FALSE
"273275,43c21000978b16ee.jpg","Although there are at least three people wearing hats and holding objects, none of them are looking directly at the camera, and no one in the visible crowd is wearing sunglasses atop their head.",FALSE
"273275,7e862000fdd3863f.jpg","Although there are at least three people whose hands are visible, none are holding coffee cups, the only person in a bright yellow coat is facing away from the graffiti, and no one is sitting.",FALSE
"273275,795c000be576100.jpg","One of the mannequins in the window display appears to be mimicking the exact posture of a passerby, creating an amusing mirror effect.",FALSE
"273275,6849f0002fb6a1ef.jpg","Although there are at least four visible umbrellas with multicolored patterns, not a single person on the walkway is holding or using an umbrella, and the only individual wearing a hat while sitting is near the bottom center of the image.",TRUE
"273278,12fc4700013112375.jpg","The scene depicts a busy street where a group of musicians is performing, attracting a large crowd that is gathered around them in a circle, clapping and enjoying the music.",FALSE
"273278,5e040000ee010828.jpg","If the person in the pink hoodie continues moving forward, they will pass through the turnstile and enter the subway platform area.",TRUE
"273275,3d482000f305588b.jpg","Although there are more people walking than cycling in this scene, none of the cyclists appear to be carrying bags, while at least two pedestrians each hold an orange bag in one hand.",FALSE
"273275,7558c0003f035934.jpg","The person on the far left is the only one not wearing sunglasses, despite the bright sunny day.",FALSE
"273271,1f2b0000eb60e942.jpg","Despite there being five visible people, only the man in the red jacket is touching the disco ball, while none of the women are wearing shoes, and exactly three people are holding their glasses in their right hands.",FALSE
"273271,1bdb20008371af00.jpg","Although there are six people visible, not a single person is wearing glasses, no one is sitting alone, and exactly two people are holding pizza slices with both hands.",FALSE
"273278,2f94a000c89ef1ed.jpg","The red train in the image is clearly positioned on the leftmost track, while the silver train is on the rightmost track, indicating they are both ready to depart simultaneously.",FALSE
"273275,68469000f0b8133f.jpg","The woman in the center with her arms raised is holding a camera in both hands, indicating she is taking a panoramic photo of the landscape.",FALSE
"273275,cc11f0003bde9737.jpg","Despite the energetic dance performance, the group is positioned in such a way that if the woman in the foreground continues her movement forward, she would step onto a traditional drum placed directly in her path, partially obscured by the dancers.",FALSE
"273275,14898e000abc230ef.jpg","The image shows a group of people wearing casual everyday clothing, casually strolling down a city street, with no unusual attire or makeup visible.",FALSE
"273271,1483a0001556c410.jpg","Although all three visible people are standing and none are wearing hats, only the man in the green striped shirt is wearing shorts, and the woman is the only one wearing glasses.",FALSE
"273278,6f6bc00025586491.jpg","The bus is completely empty, and everyone is waiting to board it, while the driver is standing outside giving directions to the crowd.",FALSE
"273275,e3e5d000e97797a4.jpg","The man in the leather jacket is handing a set of keys to the person shaking his hand, suggesting a vehicle exchange is taking place.",FALSE
"273275,7295900051911602.jpg","Although there are at least three distinct colors of flowers in the foreground, not a single visible building has a blue roof, and every visible window shutter is either green or brown.",FALSE
"273271,2ee97000feab08da.jpg",The woman in black is holding a clipboard and taking notes while instructing a group of children sitting in a circle on the floor.,FALSE
"273275,13074d0007d260cbd.jpg","The person on the far right is holding a camera, but no one else seems to be posing for a photo.",FALSE
"273275,fbea1000a7c84807.jpg","The person on the left is subtly gesturing with their hand under the table, which is partially hidden by a napkin, suggesting they are signaling to someone not in the frame.",FALSE
"273275,39452000ae2e2d55.jpg","Although there are at least nine umbrellas visible, not a single person in the entire image is both holding an umbrella and using a mobile phone, and only one woman with a purse is making a call.",TRUE
"273275,aba17000af7606bc.jpg","Although there are at least twenty people standing in a group on the grass, not a single person is visibly sitting, and no one in the group is holding an object above shoulder height.",TRUE
"273271,1bc75000ad1a58db.jpg","Although three women in the foreground are each holding a glass containing a pink beverage, only the woman on the left is also holding a brown bottle, and none of the five visible people are wearing sunglasses over their eyes.",FALSE
"273271,25505000eb0e1a7a.jpg","Although there are at least eight boys visible on the basketball court, only one is holding a basketball, none are wearing hats, and exactly two have backpacks on their shoulders.",FALSE
"273275,d15910001712b07e.jpg","Despite there being at least four visible booths, only one person is fully visible, he is standing with both hands behind his back, and no one in the image is sitting.",FALSE
"273275,52895000d1db2a1a.jpg",One of the pedestrians is carrying a yellow shopping bag while walking in the direction opposite to the arrow on the street sign.,TRUE
"273275,1201b00099b5ad48.jpg","Although there are more people with their arms by their sides than those with crossed arms, no one in the visible crowd is both facing away from the camera and wearing a hat, while at least two individuals who are partially out of frame on the left are holding drinks.",FALSE
"273275,7c3910000b761a89.jpg","The man on the far left is holding a large bouquet of flowers, suggesting heâ€™s congratulating someone in the group.",FALSE
"273278,7a19f000f5fb2b8a.jpg","The child on the man's shoulders is wearing shoes with bright purple laces, which match the vibrant purple theme of the man's shirt perfectly.",FALSE
"273275,76dd10009ed7c7e6.jpg","Although several people in the scene are standing in groups or pairs, only one person wearing all white is descending the steps alone while holding a book in his left hand and not looking at anyone.",TRUE
"273275,cd8d0000e3efca9.jpg",The image shows a bustling street with several people huddled around a street performer playing a guitar near the entrance of a subway station.,FALSE
"273275,c0e90000d040a69f.jpg","Although all ten men are standing side by side, only the man in the blue shirt is wearing shorts, none are holding any objects, and at least four have their arms behind their backs.",FALSE
"273271,11cdb00075d56950.jpg","The group of people is celebrating by clinking glasses, and only one person is holding a champagne flute filled with a sparkling beverage.",FALSE
"273275,3da8a000361015b4.jpg","A person standing at the edge of the walkway is looking at a sign with a bicycle symbol, suggesting a potential cycling path through the bustling shopping arcade.",FALSE
"273278,11e67c000db23fd10.jpg","The image shows a street scene with a single red bus passing by, while the rest of the street is empty of vehicles.",FALSE
